name	id	primary_date	secondary_dates	death	info_pieces	spelling_variants	attributes
Magdalene de Panateriis (de Tridino) tertii ord. Domin	2757	14/October	NA	1503	[Trino] A.S.	NA	sancti,sancte$beati,beate	
Magdalupi	2758	20/December	NA	NA	NA	NA	presbyteri	
Magini	2759	25/August	NA	NA	NA	NA	martiris,martirum	
Maglorii Dolen	2760	24/October	NA	NA	NA	NA	episcopi,episcoporum$confessoris	
Magnentie	2761	26/November	NA	NA	NA	NA	virginis,virginum_or_(vor_Namen)_venerabilis	
Magnerici Treviren	2762	25/Juli	NA	NA	NA	NA	episcopi,episcoporum$confessoris	
Magni (non ) ( Tranen.)	2763	19/August	NA	NA	NA	NA	martiris,martirum$episcopi,episcoporum	
Magni	2764	6/September	NA	NA	NA	NA	abbatis$confessoris	
Magni comitis Orcadum	2765	16/April	13/December	1106	Trondhjem. - *Aberdon.$Translatio  December 13 :  Trondhjem. - Aberdon.	NA	martiris,martirum	
Magni Opitergen	2766	6/October	NA	NA	NA	NA	episcopi,episcoporum$confessoris	
Magni Mediolanen	2767	1/November	NA	NA	NA	NA	episcopi,episcoporum$confessoris	
Magnoaldi = Magni	2768	6/September	NA	NA	NA	NA	confessoris	
Magnobodi Andegaven	2769	16/October	NA	NA	NA	NA	episcopi,episcoporum	
Magoriani fratris Vigilii	2770	15/März	NA	NA	NA	NA	episcopi,episcoporum$confessoris	
Majani peregrini	2771	1/Juni	NA	NA	NA	NA	martiris,martirum	
Majani (Mevenni)	2772	21/Juni	NA	NA	NA	NA	abbatis	
Maimbodi	2773	23/Januar	NA	NA	NA	NA	martiris,martirum	
Mainardi Urbinatis	2774	9/Mai	14/Februar	NA	NA	Magenardi	episcopi,episcoporum	
Mainardi (Magenardi) ord. Cisterc	2775	14/August	14/Februar	NA	NA	Magenardi	virginis,virginum_or_(vor_Namen)_venerabilis$episcopi,episcoporum	
Majoli Cluniacen	2776	11/Mai	NA	NA	NA	NA	abbatis$confessoris	
Majoriani (Mazerani)	2777	29/October	NA	NA	NA	NA	confessoris	
Majorini (Malerini) Aquensis	2778	27/Juni	14/Februar	NA	NA	Malerini	episcopi,episcoporum	
Malachie Armaghen	2779	1/November	3/November$2/November$3/November$20/August$5/November$4/November	1148	August 20 :  Köln, Münster.$November 5 :  *Cistercienser.$November 4 :  Domini ultramontani.$A.S.:  November 3 ; D.:  November 2  (obitus),  November 3  (inhumatio).	NA	episcopi,episcoporum$confessoris	
Malchi Lismoren. (saec. XII.)	2780	10/August	NA	NA	NA	NA	episcopi,episcoporum	
Malehardi (Malardi, Mawehardi) Carnoten	2781	19/Januar	14/Februar	NA	NA	Malardi	episcopi,episcoporum	
Malehardi (Maillardi) Sagien	2782	11/Mai	14/Februar	NA	NA	Malardi	episcopi,episcoporum	
Malrubii	2783	27/August	NA	1024	Aberdon.	NA	abbatis$martiris,martirum	
Mamerti Viennen	2784	11/Mai	NA	NA	NA	NA	episcopi,episcoporum$confessoris	
Mamerti	2785	17/August	NA	NA	NA	NA	martiris,martirum	
Mamertini	2786	5/September	NA	NA	NA	NA	martiris,martirum	
Mamertini (2)	2787	30/März	NA	NA	NA	NA	monachi	
Mamiliani Panormitani	2788	15/September	NA	NA	NA	NA	episcopi,episcoporum	
Mamiliani	2789	12/März	NA	NA	NA	NA	martiris,martirum	
Mamme	2790	18/Juli	14/Februar	NA	NA	Mame	martiris,martirum	
Mammetis (Mamantis, Memmetis)	2791	17/August	14/Februar	NA	NA	Mame$Mamantis m.	martiris,martirum	
Mandriani et Flaviani	2792	19/August	NA	NA	NA	NA	martiris,martirum	
Manechildis	2793	14/October	NA	NA	NA	NA	virginis,virginum_or_(vor_Namen)_venerabilis	
Manfredi	2794	27/Januar	28/Januar	1430	[Como, Riva] D. (A.S.:  Januar 28 ) . |134|	NA	eremite$beati,beate	
Manii Veronen	2795	3/September	NA	NA	NA	NA	virginis,virginum_or_(vor_Namen)_venerabilis$episcopi,episcoporum	
Maniri	2796	18/December	NA	NA	NA	NA	episcopi,episcoporum$confessoris	
Mansueti Tullen	2797	3/September	NA	NA	NA	NA	episcopi,episcoporum$confessoris	
Mansueti Mediolanen	2798	19/Februar	NA	NA	NA	NA	episcopi,episcoporum$confessoris	
Mansueti	2799	25/April	NA	NA	NA	NA	martiris,martirum	
Mantii a Judeis occisi	2800	21/Mai	NA	NA	NA	NA	martiris,martirum	
Manvei Bajocen	2801	28/Mai	NA	NA	NA	NA	episcopi,episcoporum	
Marcelle	2802	31/Januar	NA	NA	NA	NA	vidue	
Marcelli	2803	16/Januar	14/Februar	NA	NA	Marci et Marcelliani	pape$martiris,martirum	
Marcelli et Petri	2804	2/Juni	14/Februar	NA	NA	Marci et Marcelliani	martiris,martirum	
Marcelli et Apuleji	2805	7/October	14/Februar	NA	NA	Marci et Marcelliani	martiris,martirum	
Marcelli (Marcellini )	2806	4/September	14/Februar	NA	NA	Marci et Marcelliani	martiris,martirum$episcopi,episcoporum	
Marcelli Legionen	2807	29/October	14/Februar	NA	NA	Marci et Marcelliani	martiris,martirum	
Marcelli (Marcellini)	2808	30/October	14/Februar	NA	NA	Marci et Marcelliani	martiris,martirum$confessoris	
Marcelli Parisien	2809	3/November	14/Februar	NA	NA	Marci et Marcelliani	episcopi,episcoporum	
Marcelli (2)	2810	26/November	14/Februar	NA	NA	Marci et Marcelliani	episcopi,episcoporum	
Marcelli (3)	2811	1/December	14/Februar	NA	NA	Marci et Marcelliani	martiris,martirum	
Marcelli Dien	2812	9/April	14/Februar	NA	NA	Marci et Marcelliani	episcopi,episcoporum	
Marcelli (4)	2813	3/Juni	14/Februar	NA	NA	Marci et Marcelliani	martiris,martirum$sociorum,sociis	
Marcelli et Anastasii	2814	29/Juni	14/Februar	NA	NA	Marci et Marcelliani	martiris,martirum	
Marcelli (5)	2815	17/Juli	14/Februar	NA	NA	Marci et Marcelliani	martiris,martirum	
Marcelli (6)	2816	11/September	14/Februar	NA	NA	Marci et Marcelliani	martiris,martirum	
Marcelli (7)	2817	6/October	14/Februar	NA	NA	Marci et Marcelliani	martiris,martirum$sociorum,sociis	
Marcelliani Autissiodoren	2818	13/Mai	14/Februar	NA	NA	Marci et Marcelliani$Secundiani Marcelliani et Veriani$Marci et Marciani	episcopi,episcoporum	
Marcelliani	2819	20/October	14/Februar	NA	NA	Marci et Marcelliani$Secundiani Marcelliani et Veriani$Marci et Marciani	NA	
Marcellini sororis Ambrosii	2820	17/Juli	14/Februar	NA	NA	Marci et Marcelliani	virginis,virginum_or_(vor_Namen)_venerabilis	
Marcellini (Marcelli) et Petri	2821	2/Juni	14/Februar	NA	NA	Marci et Marcelliani	martiris,martirum	
Marcellini	2822	26/April	14/Februar	NA	NA	Marci et Marcelliani	pape$martiris,martirum	
Marcellini Ebredunen	2823	20/April	14/Februar	NA	NA	Marci et Marcelliani	episcopi,episcoporum$confessoris	
Marcellini (2)	2824	12/September	14/Februar	NA	NA	Marci et Marcelliani	episcopi,episcoporum	
Marcellini Anconitani	2825	9/Januar	14/Februar	NA	NA	Marci et Marcelliani	episcopi,episcoporum	
Marcellini Velaunen	2826	7/Juni	14/Februar	NA	NA	Marci et Marcelliani	episcopi,episcoporum	
Marcellini Ravennatis	2827	5/October	14/Februar	NA	NA	Quarti et Marcellini$Marci et Marcelliani$Marcelli m.	episcopi,episcoporum$confessoris	
Marchelmi (Marcellini)	2828	14/Juli	NA	NA	NA	NA	presbyteri$confessoris	
Marci	2829	25/April	NA	NA	NA	NA	evangeliste	
Marci et Marcelliani	2830	18/Juni	14/Februar	NA	NA	Marcelliani	martiris,martirum	
Marci (2)	2831	7/October	NA	NA	NA	NA	pape$confessoris	
Marci et Robustiani	2832	31/August	14/Februar	NA	NA	Robustiani	martiris,martirum	
Marci et Marciani	2833	4/October	14/Februar	NA	NA	Marciani	martiris,martirum	
Marci Jerus	2834	22/October	NA	NA	NA	NA	martiris,martirum$episcopi,episcoporum	
Marci S. Marie in Gallo ord. fr. min. de observ	2835	19/März	28/März	1496	[Vicenza] A.S. (D.:  März 28 ) .	NA	beati,beate	
Marci et Timothei	2836	24/März	NA	NA	NA	NA	martiris,martirum	
Marci Atinen	2837	28/April	NA	NA	NA	NA	martiris,martirum$episcopi,episcoporum	
Marci Lucerini	2838	14/Juni	NA	NA	NA	NA	episcopi,episcoporum	
Marci Mutinensis ord. predic	2839	21/September	NA	1499	[Pesaro] A.S.	NA	beati,beate	
Marci Regien	2840	13/October	NA	NA	NA	NA	episcopi,episcoporum	
Marciane	2841	9/Januar	NA	NA	NA	NA	martiris,martirum$virginis,virginum_or_(vor_Namen)_venerabilis	
Marciane (2)	2842	12/Juli	NA	NA	NA	NA	martiris,martirum$virginis,virginum_or_(vor_Namen)_venerabilis	
Marciane (3)	2843	5/November	NA	NA	NA	NA	virginis,virginum_or_(vor_Namen)_venerabilis	
Marciani Pampelonen	2844	30/Juni	NA	NA	NA	NA	episcopi,episcoporum	
Marciani Apten	2845	25/August	NA	ca. 1010	*Apt (mit 8a).	NA	abbatis	
Marciani (Martiniani) Dertonen	2846	6/März	NA	NA	NA	NA	martiris,martirum$episcopi,episcoporum	
Marciani Ravennatis	2847	22/Mai	NA	NA	NA	NA	episcopi,episcoporum$confessoris	
Marciani Syracusani	2848	14/Juni	NA	NA	NA	NA	episcopi,episcoporum	
Marciani Frequentini	2849	14/Juli	NA	NA	NA	NA	episcopi,episcoporum	
Marciani Beneventani	2850	17/October	NA	NA	NA	NA	archiepiscopi	
Marcolini ord. predic	2851	24/Januar	NA	NA	NA	NA	confessoris$beati,beate	
Marculfi Nanten	2852	1/Mai	NA	NA	NA	NA	abbatis	
Margarete (Margarite)	2853	13/Juli	NA	NA	NA	NA	martiris,martirum$virginis,virginum_or_(vor_Namen)_venerabilis	
Margarete	2854	23/Januar	NA	1505	[Ravenna] A.S.	NA	virginis,virginum_or_(vor_Namen)_venerabilis	
Margarete Hungarice ord. Predic	2855	28/Januar	18/Januar	1271	[Gran] A.S. (D.:  Januar 18 ) .	NA	virginis,virginum_or_(vor_Namen)_venerabilis$beati,beate	
Margarete de Cortona penitentis tertii ord. Franc	2856	22/Februar	23/Februar	1297	[Cortona] A.S. (heute auf.  Februar 23  verschoben).	NA	sancti,sancte$beati,beate	
Margarete de Medola tertii ord. Dominici	2857	13/April	NA	1320	[Citta di Castello] A.S.	NA	virginis,virginum_or_(vor_Namen)_venerabilis$sancti,sancte$beati,beate	
Margarete Vallis Gratie ord. Bened	2858	16/August	NA	1626	[Bourges, Seri] D.	NA	abbatis$virginis,virginum_or_(vor_Namen)_venerabilis$sancti,sancte	
Margarete Faventine ord. Vallumbros	2859	26/August	NA	1330	[Florenz] A.S.	NA	abbatis$beati,beate	
Margarete Septempedane	2860	27/August	5/August	1395	[San Severino] D. (A.S.:  August 5 ) .	NA	vidue	
Margarete de Lovania (saec. XIII.)	2861	2/September	NA	NA	NA	NA	martiris,martirum$virginis,virginum_or_(vor_Namen)_venerabilis$beati,beate	
Margarete ducisse Nivernen	2862	5/September	NA	1308	[Langres, Tonnère) D.	NA	virginis,virginum_or_(vor_Namen)_venerabilis	
Margarete Fontane tertii ord. Domin	2863	13/September	NA	1513	[Modena] A.S	NA	virginis,virginum_or_(vor_Namen)_venerabilis$sancti,sancte$beati,beate	
Margarete (2)	2864	25/October	NA	1176	[Roeskilde] A.S.	NA	martiris,martirum$virginis,virginum_or_(vor_Namen)_venerabilis	
Margarete et Ide	2865	29/October	NA	NA	NA	NA	monachi$beati,beate	
Margarete de Sabaudia ord. predic	2866	23/November	NA	1464	[Alba] D.	NA	vidue$beati,beate	
Mari Treviren	2867	26/Januar	NA	NA	NA	NA	episcopi,episcoporum	
Mari (Maronis) Neapolitani	2868	15/Juni	NA	NA	NA	NA	episcopi,episcoporum	
Mariani	2869	19/September	NA	NA	NA	NA	monachi$confessoris	
Mariani (2)	2870	28/October	NA	NA	NA	NA	confessoris	
Mariani et Floriani	2871	3/November	NA	NA	NA	NA	martiris,martirum	
Mariani Scoti ord. Ben	2872	9/Februar	NA	1086	[Regensburg] A.S. (ebenso D. mit dem Zusatz: vom 4. Juli).	NA	abbatis$sancti,sancte$beati,beate	
Mariani (3)	2873	20/April	NA	NA	NA	NA	presbyteri$monachi	
Mariani et Jacobi	2874	30/April	NA	NA	NA	NA	martiris,martirum	
Mariani (Moriani)	2875	11/October	NA	NA	NA	NA	monachi	
Marie*) annunciatio (ann. dominica; ann. domini)	2876	25/März	NA	NA	NA	NA	NA	
Marie assumptio (ascensio, dormitio, pausatio)	2877	15/August	14/Februar	NA	NA	Marie ascensio	NA	
Marie festum sub titulo auxilium christianorum	2878	24/Mai	NA	NA	NA	NA	NA	
Marie Commemoratio Sonnabend vor Septuagesima: Schwerin. ||	2879	16/Juli	NA	NA	NA	NA	NA	
Marie compassio (transfixio; de pietate), Freitag vor Reminiscere: Schwerin (neben Sonntag nach	2880	15/Juli	NA	NA	NA	NA	NA	
Naboris et Felicis	2881	12/Juli	NA	NA	NA	NA	martiris,martirum	
Naboris, Silvii, Vitalis	2882	23/April	14/Februar	NA	NA	Silvii$Vitalis	martiris,martirum	
Naboris et Nazarii	2883	12/Juli	NA	NA	NA	NA	martiris,martirum	
Nainii inventio	2884	12/Januar	NA	NA	NA	NA	martiris,martirum$sociorum,sociis	
Namatii Claromontani	2885	27/October	14/Februar	NA	NA	Naamatii	episcopi,episcoporum	
Namatii (Naamatii)	2886	2/November	14/Februar	NA	NA	Naamatii	diaconi	
Namatii (Naamati) Viennen	2887	17/November	14/Februar	NA	NA	Naamatii	episcopi,episcoporum	
Namfasii	2888	12/November	NA	NA	NA	NA	eremite	
Nanscenti	2889	3/September	NA	NA	NA	NA	martiris,martirum	
Nantarii	2890	30/October	NA	NA	NA	NA	abbatis$beati,beate	
Nantuini peregr	2891	7/August	NA	1286	[Freising] D.	NA	NA	
Narcisci (Narcissi) Hierosolymitani (oder Gerundini)	2892	29/October	NA	NA	NA	NA	martiris,martirum$episcopi,episcoporum$confessoris	
Narcissi et Crescentionis	2893	16/September	14/Februar	NA	NA	Crescentionis	martiris,martirum	
Narni Bergomen	2894	27/August	NA	NA	NA	NA	episcopi,episcoporum	
Nassadii	2895	26/October	NA	NA	NA	NA	confessoris	
Nathalani	2896	8/Januar	NA	NA	NA	NA	episcopi,episcoporum$confessoris	
Natalene	2897	5/November	NA	NA	NA	NA	virginis,virginum_or_(vor_Namen)_venerabilis	
Natalie uxoris Adriani	2898	4/März	NA	NA	NA	NA	martiris,martirum	
Natalii et Sarone	2899	28/Mai	14/Februar	NA	NA	Sarone	martiris,martirum	
Natalis Mediolanen	2900	13/Mai	NA	NA	NA	NA	episcopi,episcoporum	
Natalis Kilnamanacen	2901	27/Januar	NA	NA	NA	NA	abbatis	
Natalis	2902	21/August	NA	NA	NA	NA	presbyteri	
Natalis (2)	2903	31/October	NA	NA	NA	NA	confessoris	
Natuiti (Naviti) Treveren	2904	7/Juli	14/Februar	NA	NA	Naviti	martiris,martirum$episcopi,episcoporum	
Nazarii et Celsi	2905	28/Juli	NA	NA	NA	NA	martiris,martirum	
Nazarii	2906	12/Januar	NA	NA	NA	NA	monachi	
Nazarii Justinopolitani	2907	19/Juni	14/Februar	NA	NA	Naboris et Nazarii m.	episcopi,episcoporum	
Nebridii Egaren	2908	9/Februar	NA	NA	NA	NA	episcopi,episcoporum	
Nectani	2909	17/Juni	NA	NA	NA	NA	martiris,martirum	
Nectarii Viennen	2910	1/August	NA	NA	NA	NA	episcopi,episcoporum	
Nectarii Augustodunen	2911	13/September	NA	NA	NA	NA	episcopi,episcoporum	
Nectarii	2912	9/December	NA	NA	NA	NA	confessoris	
Nemesii	2913	19/December	NA	NA	NA	NA	martiris,martirum$episcopi,episcoporum	
Nemesii (2)	2914	1/August	NA	NA	NA	NA	confessoris	
Nemesii et Lucille	2915	31/October	NA	NA	NA	NA	martiris,martirum	
Nennidii	2916	16/Januar	NA	NA	NA	NA	abbatis	
Neomadie	2917	13/Januar	NA	NA	NA	NA	virginis,virginum_or_(vor_Namen)_venerabilis	
Neomedis	2918	17/Februar	NA	NA	NA	NA	martiris,martirum	
Neonis	2919	20/October	NA	NA	NA	NA	martiris,martirum	
Neonis (2)	2920	17/Januar	NA	NA	NA	NA	martiris,martirum	
Neonis Ravennatis	2921	10/Februar	NA	NA	NA	NA	episcopi,episcoporum	
Neophite	2922	4/Februar	NA	NA	NA	NA	martiris,martirum$virginis,virginum_or_(vor_Namen)_venerabilis	
Neophyti Leontinen	2923	1/September	NA	NA	NA	NA	episcopi,episcoporum	
Neoti	2924	31/Juli	NA	NA	NA	NA	abbatis$confessoris	
Nepotiani Altini	2925	11/Mai	NA	NA	NA	NA	presbyteri	
Nepotiani Claromontani	2926	22/October	NA	NA	NA	NA	episcopi,episcoporum	
Nere	2927	25/December	NA	1287	[Siena] D.	NA	virginis,virginum_or_(vor_Namen)_venerabilis	
Nerei, Achillei et Pancratii	2928	12/Mai	NA	NA	NA	NA	martiris,martirum	
Nessani	2929	1/December	NA	NA	NA	NA	presbyteri	
Nestoris (Magyden.)	2930	26/Februar	NA	NA	NA	NA	martiris,martirum$episcopi,episcoporum	
Nevoloni	2931	27/Juli	NA	1280	[Faenza] A.S.	NA	confessoris$beati,beate	
Nicandri	2932	17/Juni	NA	NA	NA	NA	martiris,martirum$sociorum,sociis	
Nicandri ord. Basilii	2933	19/September	NA	NA	NA	NA	abbatis$sociorum,sociis$sancti,sancte	
Nicasii Remen	2934	14/December	NA	NA	NA	NA	martiris,martirum$episcopi,episcoporum	
Nichasii (Nigasii) Rothomagen. ( Quirini et Scuviculi)	2935	11/October	14/Februar	NA	NA	Nigasii	martiris,martirum$episcopi,episcoporum$sociorum,sociis	
Nicephori	2936	1/März	NA	NA	NA	NA	martiris,martirum	
Nicephori (2)	2937	3/December	NA	NA	NA	NA	martiris,martirum$episcopi,episcoporum	
Nicete	2938	12/September	NA	NA	NA	NA	martiris,martirum	
Nicetii Vesontini	2939	8/Februar	NA	NA	NA	NA	archiepiscopi$confessoris	
Nicetii Lugdunen	2940	2/April	NA	NA	NA	NA	episcopi,episcoporum$confessoris	
Nicetii Viennen	2941	5/Mai	NA	NA	NA	NA	episcopi,episcoporum$confessoris	
Nicetii Treveren.	2942	1/Oct	NA	NA	NA	NA	archiepiscopi$confessoris	
Nici	2943	18/April	NA	NA	NA	NA	eremite	
Nicii S. Pauli de Foresta	2944	25/October	NA	ca. 1000	[Ponte Corvo (Diöc. Aquino)] A.S.	NA	monachi$confessoris	
Nicodemi ord. Basilii	2945	20/März	NA	NA	NA	NA	abbatis$sancti,sancte	
Nicolai (Myrensis) (N. hiemalis)	2946	6/December	NA	NA	NA	NA	episcopi,episcoporum$confessoris	
Nicolai Tolentini ord. Augustiner	2947	10/September	3/September	1305; can. 1446	Krakau. - Nevers, Paris. - Mailand (Ambros.). - *Augustiner-Eremiten. Benedictiner, Franciscaner.$September 3 :  Halle.	NA	presbyteri$confessoris$sancti,sancte	
Nicolai Palee ord. fratr. predic	2948	14/Februar	NA	NA	NA	NA	confessoris$beati,beate	
Nicolai de Rupe ( d. Flüe)	2949	22/März	21/März	ca. 1420	[Constanz] A.S. (D.:  März 21 ) .	NA	virginis,virginum_or_(vor_Namen)_venerabilis$confessoris$eremite	
Nicolai de Arcu ord. Cist	2950	1/April	NA	ca. 1220	[Sicilien, Neti] A.S.	NA	monachi$beati,beate	
Nicolai Albergati Bononien. Card. ex ord. Carthus	2951	9/Mai	NA	1443	[Bologna] A.S.	NA	episcopi,episcoporum$beati,beate	
Nicolai	2952	11/Mai	NA	1310	[Neapel] A.S.	NA	martiris,martirum$eremite$beati,beate	
Nicolai Peregrini	2953	2/Juni	NA	1098	[Trani, Patron] A.S.	NA	confessoris	
Nicolai et Trani	2954	21/Juni	NA	NA	NA	NA	eremite	
Nicolai et Hieronymi	2955	6/Juli	14/Februar	NA	NA	Jeronymi	martiris,martirum	
Nicolai Hermanni Lincopien	2956	24/Juli	NA	1391, can. 1414 oder 1416	[Linköping] (G.: + 13. IX. oder 2. V?).	NA	episcopi,episcoporum	
Nicolai de Valdagrara	2957	7/August	NA	1445	[Calabrien] D.	NA	eremite$beati,beate	
Nicolai (2)	2958	17/August	NA	1167	[Sicilien] A.S.	NA	eremite$beati,beate	
Nicolai de Furca Palene ord. Hieronymi	2959	29/September	NA	1449	[Pisa] A.S.	NA	sancti,sancte$eremite$beati,beate	
Nicolai pueri (Nicolai et Leonardi )	2960	31/October	NA	NA	NA	NA	presbyteri$sociorum,sociis$martiris,martirum	
Nicolai (I.)	2961	13/November	NA	NA	NA	NA	pape	
Nicolai Factoris ord. fratr. min	2962	23/December	NA	NA	NA	NA	virginis,virginum_or_(vor_Namen)_venerabilis$confessoris	
Nicomedis	2963	15/September	NA	NA	NA	NA	martiris,martirum	
Niconis	2964	23/März	NA	NA	NA	NA	martiris,martirum$episcopi,episcoporum$sociorum,sociis	
Nidgarii Augustani	2965	9/October	NA	NA	NA	NA	episcopi,episcoporum$beati,beate	
Nili Crypte Ferrate	2966	26/September	NA	1004	[Frascati, Grotta Ferrata] A.S.	NA	abbatis	
Niniani Candide Gase	2967	16/September	NA	NA	NA	NA	episcopi,episcoporum$confessoris	
Ninnoce (Nennoce)	2968	4/Juni	14/Februar	NA	NA	Nennoce v.	virginis,virginum_or_(vor_Namen)_venerabilis	
Nithardi	2969	3/Februar	NA	NA	NA	NA	presbyteri$martiris,martirum	
Nivardi Remen	2970	1/September	NA	NA	NA	NA	archiepiscopi	
Noiole	2971	30/Mai	NA	NA	NA	NA	virginis,virginum_or_(vor_Namen)_venerabilis	
None	2972	30/October	NA	NA	NA	NA	martiris,martirum	
Nongentorum	2973	4/März	NA	NA	NA	NA	martiris,martirum	
Nonii	2974	14/August	NA	1477	[Cuenca] D.	NA	virginis,virginum_or_(vor_Namen)_venerabilis	
Nonnosi (prepos. monast. montis Soractis)	2975	2/September	NA	NA	NA	NA	confessoris	
Norberti (Magdeburgen.)	2976	6/Juni	NA	NA	NA	NA	archiepiscopi$confessoris	
Notburge	2977	26/Januar	NA	NA	NA	NA	vidue	
Notburge ancille	2978	14/September	NA	1315	[Salzburg, Rottenburg] A.S.	NA	virginis,virginum_or_(vor_Namen)_venerabilis	
Notburgis (Noitburgis)	2979	31/October	14/Februar	NA	NA	Noitburgis	virginis,virginum_or_(vor_Namen)_venerabilis	
Nothelmi Cantuaren	2980	17/October	NA	NA	NA	NA	episcopi,episcoporum	
Notkeri Balbuli	2981	6/April	NA	NA	NA	NA	monachi$beati,beate	
Notkeri Labeonis	2982	28/Juli	NA	1022	[S. Gallen] D.	NA	virginis,virginum_or_(vor_Namen)_venerabilis$monachi	
Notkeri Benigni	2983	15/December	NA	1228	[S. Gallen] D.	NA	presbyteri$virginis,virginum_or_(vor_Namen)_venerabilis	
Novati non	2984	20/Juni	NA	NA	NA	NA	episcopi,episcoporum$confessoris	
Novem	2985	15/Juli	NA	NA	NA	NA	virginis,virginum_or_(vor_Namen)_venerabilis	
Numeriani Treveren	2986	5/Juli	NA	NA	NA	NA	archiepiscopi$confessoris	
Nummi (Nomii)	2987	8/Juli	14/Februar	NA	NA	Nomii	confessoris	
Nuncii	2988	10/October	NA	NA	NA	NA	confessoris	
Nuncti	2989	22/October	NA	NA	NA	NA	abbatis	
Nunillonis et Alodie	2990	22/October	14/Februar	NA	NA	Alodie	martiris,martirum$virginis,virginum_or_(vor_Namen)_venerabilis	
Obdulie	2991	5/September	NA	NA	NA	NA	virginis,virginum_or_(vor_Namen)_venerabilis	
Obitii	2992	4/Februar	NA	ca 1200	[Brescia] A.S.	NA	confessoris	
Octaviani	2993	3/September	NA	NA	NA	NA	presbyteri$eremite	
Octaviani Comen	2994	23/October	NA	NA	NA	NA	episcopi,episcoporum	
Octavii, Solutoris et Adventoris	2995	20/November	14/Februar	NA	NA	Solutoris$Adventoris	martiris,martirum	
Oddini Barotti Fossanensis	2996	21/Juli	NA	1400	[Fossano, Piemont] A.S.	NA	prepositi$beati,beate	
Ode	2997	24/October	14/Februar	NA	NA	Odde	vidue	
Ode virg	2998	27/November	14/Februar	NA	NA	Odde	NA	
Ode non	2999	21/November	14/Februar	NA	NA	Odde	virginis,virginum_or_(vor_Namen)_venerabilis	
Ode (Odde)	3000	16/Februar	14/Februar	NA	NA	Odde	NA	
Ode ord. Premonstr	3001	20/April	14/Februar	NA	NA	Odde	virginis,virginum_or_(vor_Namen)_venerabilis	
O(de)lberti Leodien	3002	14/Juli	NA	1048	[Lüttich] Mab., D.	NA	abbatis$virginis,virginum_or_(vor_Namen)_venerabilis	
O(d)elberti	3003	22/October	NA	NA	NA	NA	martiris,martirum	
Odelgeri prioris	3004	5/Februar	14/Februar	ca. 1040	[Amiens, S. Riquier] D.	Odde	beati,beate	
Odilardi Nanneten	3005	14/September	NA	NA	NA	NA	episcopi,episcoporum	
Odilonis Cluniacen	3006	2/Januar	19/April$21/Juni$3/Mai$13/November	1049	*Cluniacenser (vom 1. Januar verschoben).$Capitis exceptio in Cluniaco  Apr. 19 :  Cluniacenser.$P. giebt noch an: Inventio corporis  Mai 3 ; Translatio prima (ca. 1090)  November 13 ; Translatio secunda (1345)  Juni 21  (letztere auch bei A.).	NA	abbatis$confessoris	
Odinonis Hothen. ord. Premonstr	3007	2/Januar	NA	1182	[Constanz] A.S.	NA	abbatis$beati,beate	
Odonis Cluniacen	3008	19/November	14/Februar	NA	NA	Othonis$Eudis$Odoardi$Oddonis	abbatis	
Odonis Taliacotii ord. Carthus	3009	14/Januar	14/Februar	ca. 1230	[Rieti, Tagliacozzo].	Othonis$Eudis$Odoardi$Oddonis	monachi	
Odonis (Othonis)	3010	23/März	14/Februar	ca. 1120	[Ariano] A.S.	Othonis$Eudis$Odoardi$Oddonis	eremite	
Odonis	3011	2/Juni	14/Februar	ca, 1187	[Bel, Engl] D,	Othonis$Eudis$Odoardi$Oddonis	monachi	
